label,h1_x0,h1_y0,h1_z0,h1_x1,h1_y1,h1_z1,h1_x2,h1_y2,h1_z2,h1_x3,h1_y3,h1_z3,h1_x4,h1_y4,h1_z4,h1_x5,h1_y5,h1_z5,h1_x6,h1_y6,h1_z6,h1_x7,h1_y7,h1_z7,h1_x8,h1_y8,h1_z8,h1_x9,h1_y9,h1_z9,h1_x10,h1_y10,h1_z10,h1_x11,h1_y11,h1_z11,h1_x12,h1_y12,h1_z12,h1_x13,h1_y13,h1_z13,h1_x14,h1_y14,h1_z14,h1_x15,h1_y15,h1_z15,h1_x16,h1_y16,h1_z16,h1_x17,h1_y17,h1_z17,h1_x18,h1_y18,h1_z18,h1_x19,h1_y19,h1_z19,h1_x20,h1_y20,h1_z20,h2_x0,h2_y0,h2_z0,h2_x1,h2_y1,h2_z1,h2_x2,h2_y2,h2_z2,h2_x3,h2_y3,h2_z3,h2_x4,h2_y4,h2_z4,h2_x5,h2_y5,h2_z5,h2_x6,h2_y6,h2_z6,h2_x7,h2_y7,h2_z7,h2_x8,h2_y8,h2_z8,h2_x9,h2_y9,h2_z9,h2_x10,h2_y10,h2_z10,h2_x11,h2_y11,h2_z11,h2_x12,h2_y12,h2_z12,h2_x13,h2_y13,h2_z13,h2_x14,h2_y14,h2_z14,h2_x15,h2_y15,h2_z15,h2_x16,h2_y16,h2_z16,h2_x17,h2_y17,h2_z17,h2_x18,h2_y18,h2_z18,h2_x19,h2_y19,h2_z19,h2_x20,h2_y20,h2_z20
Hello,0.0,0.0,0.0,-0.144887775182724,-0.048823341727256775,0.03134920448064804,-0.23413097858428955,-0.15544860064983368,0.036900587379932404,-0.3007233738899231,-0.20980189740657806,0.025700539350509644,-0.35389360785484314,-0.1960616260766983,0.008395574055612087,-0.3004987835884094,-0.4295307695865631,0.04863845929503441,-0.385861337184906,-0.645927906036377,0.024781599640846252,-0.4405657947063446,-0.7801093459129333,-0.00472742086276412,-0.48516395688056946,-0.8938151001930237,-0.02921237424015999,-0.2751186192035675,-0.4656240940093994,0.0019884821958839893,-0.38496288657188416,-0.7077512145042419,-0.018691973760724068,-0.45104411244392395,-0.8651199340820312,-0.048632603138685226,-0.5073506832122803,-1.0,-0.07476736605167389,-0.23442862927913666,-0.4728139042854309,-0.04806382581591606,-0.3372539281845093,-0.7098879218101501,-0.0697399452328682,-0.3980271816253662,-0.8541625142097473,-0.09297037869691849,-0.44612276554107666,-0.9740750193595886,-0.11343902349472046,-0.1781332790851593,-0.45885005593299866,-0.09810956567525864,-0.23955631256103516,-0.6348137855529785,-0.11805360019207001,-0.2817405164241791,-0.7510867714881897,-0.12863335013389587,-0.3179960548877716,-0.8570049405097961,-0.14008057117462158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hello,0.0,0.0,0.0,-0.17712664604187012,0.014401518739759922,0.017609383910894394,-0.2987157702445984,-0.08439786732196808,0.015622800216078758,-0.36727213859558105,-0.13778452575206757,-0.0016561325173825026,-0.419198602437973,-0.17368938028812408,-0.022772733122110367,-0.37212949991226196,-0.4307037591934204,0.03752919286489487,-0.4871126413345337,-0.6391096115112305,0.001838737865909934,-0.5626547336578369,-0.775367259979248,-0.03457800671458244,-0.6271570920944214,-0.8950887322425842,-0.062326449900865555,-0.3411475121974945,-0.4685960114002228,-0.007953006774187088,-0.47413045167922974,-0.6937811374664307,-0.03864801675081253,-0.5570669770240784,-0.8544641733169556,-0.07253928482532501,-0.6303961873054504,-1.0,-0.0993959829211235,-0.29519522190093994,-0.47328242659568787,-0.059177301824092865,-0.4239560663700104,-0.6857378482818604,-0.0886046439409256,-0.5020589232444763,-0.8389589190483093,-0.11293762922286987,-0.5686806440353394,-0.9749023914337158,-0.1325996071100235,-0.2434551864862442,-0.441665917634964,-0.11218389123678207,-0.34833014011383057,-0.5925569534301758,-0.1344488263130188,-0.4158957898616791,-0.686704695224762,-0.14306926727294922,-0.47589588165283203,-0.7671076059341431,-0.15211574733257294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hello,0.0,0.0,0.0,-0.20381982624530792,0.052805136889219284,0.07330683618783951,-0.3538941442966461,-0.04311198368668556,0.11180189996957779,-0.4393468499183655,-0.0891110822558403,0.121880903840065,-0.5026400089263916,-0.12560191750526428,0.12760698795318604,-0.44789600372314453,-0.3980085253715515,0.1503632515668869,-0.5874170660972595,-0.584777295589447,0.15025578439235687,-0.6754468083381653,-0.7041400671005249,0.1356430947780609,-0.7427279353141785,-0.8153021335601807,0.12030891329050064,-0.42921310663223267,-0.46843835711479187,0.07833155989646912,-0.5918570756912231,-0.6852160692214966,0.07736246287822723,-0.6898499131202698,-0.8298144340515137,0.06109628453850746,-0.7671606540679932,-0.9602717161178589,0.04609707370400429,-0.3880349099636078,-0.5075793862342834,-0.0021654064767062664,-0.5530437231063843,-0.7324962019920349,-0.01253481861203909,-0.6495654582977295,-0.8724552989006042,-0.02604779601097107,-0.7262765169143677,-1.0,-0.04027307778596878,-0.33695921301841736,-0.5113219618797302,-0.08206408470869064,-0.483395516872406,-0.667808473110199,-0.0982295423746109,-0.5665551424026489,-0.7600306272506714,-0.1034623309969902,-0.6368030905723572,-0.8441994786262512,-0.11134172976016998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hello,0.0,0.0,0.0,-0.21468088030815125,0.06766710430383682,0.07586749643087387,-0.3747936189174652,-0.023469235748052597,0.11667554080486298,-0.47079193592071533,-0.07003824412822723,0.1271609514951706,-0.5403144359588623,-0.11151599884033203,0.13289672136306763,-0.4695119857788086,-0.42540472745895386,0.1605595052242279,-0.6220770478248596,-0.6195386648178101,0.1644991785287857,-0.7208091616630554,-0.7394270300865173,0.15282651782035828,-0.7991313338279724,-0.8506577014923096,0.1390148103237152,-0.4533674716949463,-0.49453499913215637,0.08703690022230148,-0.6312938928604126,-0.7143628001213074,0.08807734400033951,-0.7384287118911743,-0.8460380434989929,0.07325005531311035,-0.8266531229019165,-0.9685782194137573,0.05929411202669144,-0.41447746753692627,-0.5318021178245544,0.004887831397354603,-0.59408038854599,-0.758185088634491,-0.0038336559664458036,-0.7021527886390686,-0.8876294493675232,-0.016050655394792557,-0.7906753420829773,-1.0,-0.0290775578469038,-0.36721178889274597,-0.5320736765861511,-0.07678984850645065,-0.52937912940979,-0.7015606760978699,-0.0916893258690834,-0.6240524053573608,-0.7964794039726257,-0.09604277461767197,-0.7054888606071472,-0.8760234713554382,-0.10309602320194244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hello,0.0,0.0,0.0,-0.20520608127117157,0.08763272315263748,0.05157697945833206,-0.3730939030647278,0.003358973190188408,0.0816078782081604,-0.47093716263771057,-0.048688504844903946,0.08590786159038544,-0.5292907953262329,-0.11148427426815033,0.08691798895597458,-0.4732055366039276,-0.4330378770828247,0.13429218530654907,-0.6250341534614563,-0.6293147802352905,0.12906797230243683,-0.7285076975822449,-0.7524899244308472,0.11019255965948105,-0.8108430504798889,-0.862301230430603,0.09124268591403961,-0.45583653450012207,-0.5008164048194885,0.07104603201150894,-0.6342326998710632,-0.7166770100593567,0.06394210457801819,-0.7488092184066772,-0.8488050103187561,0.04317314550280571,-0.8436623215675354,-0.9703303575515747,0.025209151208400726,-0.41621696949005127,-0.5352985858917236,-0.0020478349179029465,-0.5949678421020508,-0.7568101286888123,-0.01599988341331482,-0.7096806168556213,-0.8876751065254211,-0.03266565501689911,-0.8048323392868042,-1.0,-0.04857923462986946,-0.36793044209480286,-0.5314505100250244,-0.07676266878843307,-0.5231735110282898,-0.697854220867157,-0.09479918330907822,-0.6195425391197205,-0.7883599996566772,-0.10243324935436249,-0.7037454843521118,-0.863897442817688,-0.11157555878162384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hello,0.0,0.0,0.0,-0.206108957529068,0.08315091580152512,0.06485631316900253,-0.37362292408943176,-0.0016251204069703817,0.10357992351055145,-0.4693838357925415,-0.06087188050150871,0.11358053237199783,-0.5346256494522095,-0.1308874785900116,0.11965379118919373,-0.47457653284072876,-0.43850332498550415,0.16101250052452087,-0.6228018403053284,-0.6273593306541443,0.16250848770141602,-0.7249854803085327,-0.7505052089691162,0.14514727890491486,-0.8058778047561646,-0.8641550540924072,0.12640930712223053,-0.4602355360984802,-0.5100771188735962,0.09093903750181198,-0.6394010186195374,-0.7185842394828796,0.08927654474973679,-0.7552984952926636,-0.8484401702880859,0.0682508572936058,-0.8492515683174133,-0.9686703681945801,0.05022048205137253,-0.42185336351394653,-0.549720048904419,0.010915551334619522,-0.6026281118392944,-0.7600113749504089,0.00013762687740381807,-0.7186887860298157,-0.8872256875038147,-0.014712155796587467,-0.8159301280975342,-1.0,-0.029161609709262848,-0.3714415729045868,-0.5546548366546631,-0.07009679079055786,-0.5303626656532288,-0.7235703468322754,-0.08637281507253647,-0.6284005641937256,-0.818020224571228,-0.0915958434343338,-0.7162391543388367,-0.9003927111625671,-0.09880156069993973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hello,0.0,0.0,0.0,-0.18985198438167572,0.0610736645758152,0.06287673860788345,-0.3523869812488556,-0.03951278701424599,0.09925477206707001,-0.44877955317497253,-0.08888668566942215,0.10967719554901123,-0.5327915549278259,-0.11240165680646896,0.11610367149114609,-0.44545504450798035,-0.4663185775279999,0.13771018385887146,-0.59292072057724,-0.6445411443710327,0.13371731340885162,-0.6929938197135925,-0.7643582820892334,0.11470137536525726,-0.7732340693473816,-0.8704193830490112,0.09616746008396149,-0.42624038457870483,-0.526703417301178,0.07033318281173706,-0.5982804298400879,-0.7292031645774841,0.06825436651706696,-0.7078437209129333,-0.8578354716300964,0.04777199774980545,-0.8009593486785889,-0.9751214981079102,0.02886817790567875,-0.3918537199497223,-0.5524441599845886,-0.005382017232477665,-0.5642280578613281,-0.7602104544639587,-0.018015440553426743,-0.6781583428382874,-0.887101411819458,-0.036225587129592896,-0.7734071016311646,-1.0,-0.053238220512866974,-0.3550897538661957,-0.5407819151878357,-0.08117743581533432,-0.5125582218170166,-0.7088987827301025,-0.1011740118265152,-0.6073758006095886,-0.8029388785362244,-0.11096549034118652,-0.6908627152442932,-0.8834247589111328,-0.12118979543447495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hello,0.0,0.0,0.0,-0.17855952680110931,0.03640750050544739,0.04403512552380562,-0.3063209652900696,-0.08294516801834106,0.06974857300519943,-0.3823455274105072,-0.13851691782474518,0.07670542597770691,-0.4361705780029297,-0.1322096437215805,0.07826820760965347,-0.37140268087387085,-0.44296467304229736,0.08315073698759079,-0.4933760464191437,-0.6402179002761841,0.05702913552522659,-0.587807297706604,-0.7927183508872986,0.02336883917450905,-0.6667020916938782,-0.9210967421531677,-0.00377530325204134,-0.3464975357055664,-0.4889563322067261,0.02943219244480133,-0.497184157371521,-0.6950127482414246,0.002653924748301506,-0.5996803045272827,-0.851839005947113,-0.03119755908846855,-0.6957911252975464,-1.0,-0.05677322298288345,-0.3165462911128998,-0.4987853169441223,-0.02939142845571041,-0.47127318382263184,-0.690175473690033,-0.059308264404535294,-0.5691579580307007,-0.826520562171936,-0.08279746025800705,-0.6537564992904663,-0.9569800496101379,-0.09910926222801208,-0.2879766821861267,-0.47576236724853516,-0.08801640570163727,-0.4184344708919525,-0.6110780835151672,-0.11188288778066635,-0.4945776164531708,-0.6931586861610413,-0.12005531042814255,-0.5606282949447632,-0.7716385722160339,-0.1276262253522873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hello,0.0,0.0,0.0,-0.12702211737632751,-0.0020444055553525686,-0.005943581461906433,-0.2323085367679596,-0.12806354463100433,-0.019774140790104866,-0.2924002408981323,-0.2054956704378128,-0.03895825147628784,-0.33351290225982666,-0.2576332092285156,-0.06138899177312851,-0.2432253658771515,-0.47776666283607483,-0.026816396042704582,-0.3383771479129791,-0.6888009309768677,-0.07624277472496033,-0.4161248803138733,-0.8373686671257019,-0.12316534668207169,-0.48593103885650635,-0.9564706087112427,-0.1561056524515152,-0.21619707345962524,-0.48916852474212646,-0.05591965839266777,-0.32565876841545105,-0.7138162851333618,-0.09777455776929855,-0.4196982681751251,-0.8671731352806091,-0.14056339859962463,-0.5091796517372131,-1.0,-0.1726970225572586,-0.19315743446350098,-0.47816523909568787,-0.0866236686706543,-0.3006603717803955,-0.6941415071487427,-0.1199047863483429,-0.3833102881908417,-0.8369889855384827,-0.1435922533273697,-0.45436906814575195,-0.9619172215461731,-0.1609518975019455,-0.17625872790813446,-0.44007712602615356,-0.1193118542432785,-0.25582942366600037,-0.6141753792762756,-0.14219506084918976,-0.31474411487579346,-0.7298415899276733,-0.1483643800020218,-0.3678818345069885,-0.829334020614624,-0.1536453366279602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hello,0.0,0.0,0.0,-0.12014446407556534,-0.009903493337333202,-0.011420633643865585,-0.2144591212272644,-0.10827889293432236,-0.027527695521712303,-0.2738567292690277,-0.18149696290493011,-0.05315246805548668,-0.30541425943374634,-0.175175279378891,-0.0807337611913681,-0.29504963755607605,-0.4195767045021057,0.008633940480649471,-0.3859429657459259,-0.6230161786079407,-0.022898949682712555,-0.44662028551101685,-0.7611351013183594,-0.05374298617243767,-0.4952733516693115,-0.8770425319671631,-0.0784020721912384,-0.2703162431716919,-0.4733116328716278,-0.025638917461037636,-0.38007667660713196,-0.6975727081298828,-0.05831204727292061,-0.4578399658203125,-0.8610572814941406,-0.08920017629861832,-0.5215404033660889,-0.9903355240821838,-0.11156763881444931,-0.230999156832695,-0.4964154064655304,-0.06673213094472885,-0.3378462791442871,-0.7204112410545349,-0.10017356276512146,-0.4131574332714081,-0.8764441013336182,-0.12580372393131256,-0.4747324287891388,-1.0,-0.1423487663269043,-0.17654557526111603,-0.4963825047016144,-0.11180386692285538,-0.2548390328884125,-0.7020068764686584,-0.13981840014457703,-0.31124192476272583,-0.8360092043876648,-0.1527913212776184,-0.36132118105888367,-0.9454718232154846,-0.16206087172031403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
